user_id,age,country,signup_days_ago,premium_user
2550,29,India,618,0
2551,67,India,810,0
2552,29,Canada,871,0
2553,27,Canada,463,0
2554,34,Germany,196,0
2555,58,Canada,479,1
2556,56,USA,119,0
2557,67,USA,486,1
2558,68,USA,894,0
2559,32,India,78,1
2560,54,Australia,416,0
2561,39,UK,854,1
2562,20,Germany,509,0
2563,65,Canada,657,0
2564,19,Germany,4,0
2565,41,India,529,0
2566,36,Canada,325,1
2567,26,Canada,731,0
2568,38,India,536,1
2569,41,UK,955,0
2570,21,Canada,869,0
2571,52,UK,479,0
2572,42,India,296,0
2573,63,Germany,846,0
2574,23,Canada,785,0
2575,66,Australia,355,0
2576,19,UK,761,1
2577,19,Canada,820,0
2578,43,UK,534,0
2579,20,Canada,227,1
2580,29,Canada,728,1
2581,56,Canada,551,0
2582,62,Germany,268,0
2583,27,Australia,353,0
2584,33,Canada,640,0
2585,20,UK,888,0
2586,28,Germany,894,1
2587,27,USA,874,1
2588,20,UK,712,0
2589,62,UK,839,0
2590,23,Australia,809,0
2591,37,USA,441,0
2592,33,Germany,921,0
2593,56,Canada,657,0
2594,23,UK,893,0
2595,63,Australia,70,0
2596,39,Australia,852,0
2597,66,Australia,861,0
2598,66,USA,52,0
2599,67,Canada,239,0
2600,35,Germany,166,0
2601,54,UK,478,0
2602,27,Australia,591,0
2603,65,Canada,300,1
2604,50,Canada,16,0
2605,52,India,610,1
2606,47,Australia,909,0
2607,22,USA,375,0
2608,56,Canada,301,1
2609,44,Germany,862,0
2610,44,India,922,0
2611,59,Canada,559,0
2612,55,Australia,453,1
2613,51,Australia,565,1
2614,43,Canada,560,0
2615,26,Germany,576,0
2616,68,India,39,1
2617,20,Australia,64,0
2618,28,India,97,1
2619,28,USA,411,0
2620,56,Canada,735,0
2621,19,Australia,603,0
2622,64,USA,338,1
2623,52,India,291,0
2624,56,USA,897,1
2625,55,Germany,596,0
2626,68,UK,898,1
2627,61,Germany,509,0
2628,22,India,777,0
2629,55,Germany,189,1
2630,67,Australia,76,0
2631,38,India,49,0
2632,65,Germany,689,1
2633,22,Canada,218,0
2634,62,Canada,346,1
2635,61,Germany,26,0
2636,32,Australia,123,0
2637,33,Australia,421,0
2638,64,USA,863,1
2639,33,Australia,311,0
2640,19,India,438,1
2641,43,Canada,698,0
2642,55,India,174,1
2643,25,Canada,776,0
2644,24,UK,832,0
2645,25,Australia,371,0
2646,38,Germany,448,1
2647,25,Canada,58,0
2648,67,Germany,249,0
2649,26,UK,271,0
2650,27,India,797,1
2651,53,Germany,84,0
2652,54,Canada,342,1
2653,58,UK,744,0
2654,55,Canada,412,0
2655,48,UK,14,1
2656,26,Australia,249,0
2657,41,Australia,973,0
2658,68,Australia,817,0
2659,45,Australia,840,1
2660,22,Australia,554,0
2661,53,UK,873,0
2662,63,Canada,834,0
2663,44,Germany,129,0
2664,59,India,948,0
2665,20,India,6,0
2666,23,UK,565,1
2667,35,Canada,599,1
2668,39,UK,805,0
2669,41,India,368,0
2670,18,UK,209,0
2671,69,UK,749,0
2672,64,Australia,771,1
2673,28,India,216,0
2674,61,Australia,813,1
2675,18,Australia,536,0
2676,52,Germany,536,0
2677,33,UK,16,1
2678,68,Germany,950,1
2679,32,UK,761,0
2680,18,Canada,847,0
2681,21,Australia,299,1
2682,30,UK,394,0
2683,51,UK,103,1
2684,67,USA,215,1
2685,56,Canada,259,0
2686,66,Australia,538,0
2687,65,Canada,591,0
2688,24,Germany,928,1
2689,67,Germany,629,1
2690,45,UK,333,0
2691,52,India,112,1
2692,53,UK,439,0
2693,36,USA,577,0
2694,68,UK,534,0
2695,62,Australia,372,1
2696,53,USA,676,0
2697,69,UK,181,0
2698,33,Germany,681,0
2699,19,Australia,21,0
2700,61,UK,615,0
2701,46,Australia,822,0
2702,34,Germany,336,0
2703,68,India,73,0
2704,66,India,101,0
2705,65,Canada,238,0
2706,50,UK,99,0
2707,64,Canada,947,1
2708,68,Australia,297,1
2709,54,UK,594,0
2710,29,India,541,0
2711,29,USA,867,0
2712,59,Canada,32,1
2713,34,Australia,69,1
2714,26,Canada,433,0
2715,53,India,658,0
2716,46,India,893,0
2717,42,USA,143,0
2718,59,Australia,157,0
2719,21,Canada,82,0
2720,66,India,172,1
2721,28,Australia,270,1
2722,67,India,62,0
2723,55,USA,429,0
2724,37,USA,570,0
2725,55,Germany,461,0
2726,31,UK,865,1
2727,54,Australia,520,0
2728,61,Germany,901,0
2729,48,USA,557,1
2730,49,Australia,289,0
2731,47,India,114,0
2732,20,USA,474,0
2733,47,Canada,905,0
2734,20,India,430,0
2735,68,Germany,141,1
2736,52,Australia,311,0
2737,19,Germany,445,0
2738,61,Germany,576,1
2739,64,Australia,130,0
2740,30,India,622,0
2741,59,UK,812,0
2742,60,UK,383,0
2743,54,UK,286,0
2744,23,Australia,886,0
2745,30,USA,515,0
2746,41,USA,565,0
2747,66,Australia,810,1
2748,53,Canada,450,0
2749,51,India,986,0
2750,53,Canada,616,0
2751,61,Australia,278,0
2752,47,Australia,626,0
2753,47,USA,264,1
2754,64,India,329,0
2755,57,Germany,281,0
2756,28,India,719,0
2757,36,USA,727,1
2758,49,Germany,26,0
2759,36,Germany,896,0
2760,46,India,167,1
2761,50,Australia,979,1
2762,50,UK,367,1
2763,24,USA,538,0
2764,25,USA,645,0
2765,22,UK,689,0
2766,39,Canada,975,1
2767,50,Canada,619,0
2768,60,USA,18,0
2769,47,UK,794,0
2770,56,UK,929,0
2771,18,Germany,753,0
2772,66,Australia,646,1
2773,55,Canada,106,1
2774,44,Canada,425,0
2775,27,Germany,785,0
2776,46,India,186,1
2777,39,Canada,246,1
2778,56,Germany,652,0
2779,39,UK,563,0
2780,24,India,104,0
2781,30,USA,725,0
2782,26,UK,79,0
2783,42,India,781,1
2784,51,Australia,803,0
2785,59,Germany,632,1
2786,65,Australia,704,0
2787,20,UK,210,1
2788,69,Australia,460,0
2789,28,India,121,1
2790,22,USA,129,0
2791,46,Australia,722,0
2792,58,UK,130,0
2793,33,UK,944,0
2794,39,Canada,356,1
2795,63,Australia,29,0
2796,32,India,828,0
2797,58,India,299,0
2798,66,Canada,192,1
2799,68,Australia,770,0
2800,19,Germany,166,1
2801,57,Germany,794,1
2802,31,Canada,768,0
2803,18,UK,437,0
2804,43,USA,914,0
2805,40,Germany,149,1
2806,38,Australia,283,1
2807,23,USA,556,0
2808,62,India,17,1
2809,57,India,506,1
2810,29,Germany,231,1
2811,63,UK,726,1
2812,22,India,393,1
2813,22,USA,611,0
2814,19,UK,728,1
2815,56,Germany,606,0
2816,68,India,220,0
2817,28,Germany,343,0
2818,57,UK,617,0
2819,19,UK,871,0
2820,22,UK,692,0
2821,46,Canada,20,0
2822,55,Australia,660,0
2823,19,Canada,633,1
2824,23,USA,681,0
2825,50,UK,513,0
2826,30,Australia,915,0
2827,42,UK,825,1
2828,29,Australia,606,0
2829,39,India,871,0
2830,64,USA,950,1
2831,37,Australia,415,0
2832,57,USA,758,1
2833,41,Germany,946,0
2834,33,UK,498,0
2835,30,India,877,0
2836,42,Germany,942,1
2837,41,Australia,880,1
2838,26,Canada,498,0
2839,67,Australia,589,1
2840,49,UK,527,0
2841,22,Australia,214,0
2842,27,USA,280,1
2843,35,Australia,775,0
2844,22,UK,60,0
2845,52,UK,474,1
2846,40,Canada,757,0
2847,66,India,801,1
2848,34,India,279,0
2849,34,India,186,0
2850,37,Germany,158,1
2851,56,India,440,0
2852,40,Germany,446,1
2853,56,Australia,488,0
2854,50,Canada,928,0
2855,34,UK,531,0
2856,52,Germany,632,0
2857,37,Australia,921,0
2858,27,Canada,344,1
2859,44,Germany,400,0
2860,47,Canada,383,0
2861,24,Australia,272,1
2862,33,India,424,0
2863,52,India,753,0
2864,60,Australia,228,0
2865,49,Canada,809,0
2866,44,USA,404,1
2867,26,Canada,604,0
2868,55,Germany,259,0
2869,56,Canada,993,1
2870,54,Australia,198,1
2871,64,UK,463,0
2872,31,USA,506,1
2873,63,Canada,767,1
2874,41,USA,315,1
2875,59,USA,736,0
2876,57,Canada,420,0
2877,65,Canada,24,1
2878,44,India,25,0
2879,69,Canada,338,0
2880,54,Canada,794,0
2881,52,India,320,0
2882,59,India,86,0
2883,45,UK,867,0
2884,28,Canada,799,1
2885,56,Germany,100,1
2886,36,USA,396,0
2887,60,Australia,613,0
2888,46,India,626,0
2889,61,Australia,130,0
2890,69,Canada,388,0
2891,55,Germany,791,1
2892,68,USA,843,0
2893,19,Canada,123,1
2894,28,Germany,229,1
2895,67,USA,910,0
2896,52,Germany,905,1
2897,61,India,460,0
2898,56,Canada,78,0
2899,28,Germany,295,0
2900,27,Germany,171,1
2901,65,Canada,86,0
2902,69,USA,480,0
2903,30,Canada,69,0
2904,31,Germany,968,0
2905,68,Australia,419,0
2906,35,UK,865,0
2907,66,Australia,512,0
2908,48,USA,226,1
2909,31,Germany,67,1
2910,29,UK,237,0
2911,32,USA,407,0
2912,49,Australia,647,0
2913,31,India,428,0
2914,49,Canada,326,0
2915,23,USA,283,0
2916,54,USA,888,0
2917,51,Germany,680,1
2918,28,UK,214,0
2919,18,Australia,274,1
2920,60,USA,668,0
2921,24,Canada,919,1
2922,28,USA,470,0
2923,69,USA,605,1
2924,35,Germany,206,0
2925,41,USA,648,0
2926,62,UK,309,0
2927,44,Germany,100,1
2928,66,India,354,0
2929,56,India,63,0
2930,54,Australia,738,0
2931,57,Australia,92,1
2932,56,Australia,476,0
2933,67,Germany,486,1
2934,35,UK,364,0
2935,24,Germany,742,1
2936,20,Germany,876,0
2937,59,Germany,250,1
2938,65,Germany,380,0
2939,20,USA,471,1
2940,24,Australia,366,0
2941,36,Australia,58,0
2942,68,Canada,210,0
2943,62,India,234,0
2944,31,Australia,620,0
2945,56,UK,119,0
2946,44,USA,616,0
2947,21,India,147,0
2948,38,Canada,635,1
2949,50,Germany,752,0
2950,47,Canada,22,0
2951,58,India,466,1
2952,19,Australia,716,1
2953,60,India,763,0
2954,46,USA,379,0
2955,26,USA,367,0
2956,50,UK,714,0
2957,25,Germany,869,0
2958,50,Australia,623,1
2959,57,Australia,749,0
2960,44,Canada,257,1
2961,50,Germany,510,0
2962,22,Canada,785,0
2963,59,Germany,610,0
2964,40,India,419,1
2965,32,India,437,1
2966,67,Germany,281,0
2967,63,UK,152,0
2968,39,India,651,1
2969,56,UK,235,0
2970,63,India,38,0
2971,54,Australia,219,0
2972,51,USA,864,0
2973,34,USA,161,0
2974,69,Australia,374,0
2975,26,Germany,801,1
2976,46,Canada,205,0
2977,38,USA,197,0
2978,68,India,121,0
2979,37,India,825,0
2980,25,USA,522,0
2981,58,USA,195,0
2982,27,Canada,921,0
2983,42,USA,11,0
2984,53,Germany,551,0
2985,31,Canada,999,0
2986,18,Australia,56,1
2987,47,Australia,780,0
2988,30,USA,180,0
2989,60,India,855,0
2990,33,Australia,647,0
2991,28,USA,440,0
2992,46,Germany,192,0
2993,29,Germany,7,0
2994,56,India,874,0
2995,43,Canada,232,1
2996,51,India,333,0
2997,53,USA,345,0
2998,34,India,130,0
2999,46,Canada,626,0
3000,44,UK,655,0
3001,32,India,545,1
3002,29,Australia,357,0
3003,25,Canada,736,1
3004,44,UK,665,0
3005,38,Canada,621,1
3006,65,Canada,890,1
3007,22,Australia,653,0
3008,42,UK,371,0
3009,56,India,839,0
3010,20,UK,62,1
3011,54,India,119,0
3012,25,Australia,977,1
3013,50,Canada,337,1
3014,65,India,238,0
3015,65,Germany,136,0
3016,59,UK,381,0
3017,46,UK,114,1
3018,34,USA,208,1
3019,25,Canada,166,0
3020,46,Canada,617,1
3021,48,Australia,812,0
3022,34,India,79,0
3023,59,Australia,688,0
3024,42,Australia,103,1
3025,49,Germany,518,1
3026,60,Canada,116,0
3027,55,Germany,182,0
3028,22,USA,210,0
3029,42,UK,96,0
3030,69,Australia,86,1
3031,27,Australia,696,0
3032,45,Germany,582,0
3033,22,Canada,791,0
3034,46,UK,976,1
3035,39,Australia,192,0
3036,37,Germany,691,0
3037,54,Germany,690,1
3038,57,India,161,0
3039,61,UK,34,0
3040,66,Germany,318,0
3041,24,India,118,0
3042,20,Canada,934,0
3043,66,Germany,44,0
3044,47,India,785,1
3045,52,India,852,1
3046,62,UK,108,0
3047,66,Australia,228,1
3048,49,India,906,0
3049,23,Germany,379,0
3050,64,USA,290,1
3051,34,Canada,744,0
3052,29,Germany,213,1
3053,20,Germany,594,0
3054,36,Canada,303,0
3055,25,Canada,240,1
3056,65,India,683,0
3057,66,Germany,881,0
3058,27,India,839,0
3059,18,UK,49,1
3060,54,India,628,0
3061,42,UK,903,0
3062,34,Australia,605,0
3063,50,USA,967,0
3064,28,Germany,329,0
3065,21,UK,740,0
3066,30,USA,535,0
3067,54,Canada,935,0
3068,50,Australia,396,0
3069,28,India,671,1
3070,30,USA,543,1
3071,32,UK,313,0
3072,56,Germany,196,0
3073,19,Australia,16,0
3074,54,Canada,593,1
3075,36,Canada,967,0
3076,30,USA,229,0
3077,28,USA,984,0
3078,43,India,583,1
3079,36,Canada,326,0
3080,60,Australia,359,1
3081,21,Australia,698,1
3082,54,Canada,573,0
3083,24,India,969,0
3084,18,Germany,627,0
3085,27,India,92,1
3086,18,UK,333,0
3087,18,UK,52,0
3088,58,USA,718,0
3089,34,India,439,0
3090,53,India,997,1
3091,34,Australia,598,0
3092,19,USA,503,0
3093,21,Australia,676,1
3094,38,Germany,717,0
3095,42,India,666,0
3096,37,Australia,161,0
3097,53,Canada,849,0
3098,33,Australia,750,1
3099,37,India,413,0
3100,41,Germany,387,1
3101,50,India,66,1
3102,27,Canada,978,0
3103,66,UK,91,1
3104,22,UK,730,0
3105,31,Germany,152,0
3106,68,Germany,319,0
3107,52,Canada,560,1
3108,29,Australia,156,1
3109,60,UK,401,0
3110,38,UK,57,1
3111,28,UK,697,0
3112,27,UK,330,0
3113,23,Canada,356,1
3114,60,Germany,887,1
3115,62,Germany,805,0
3116,23,USA,434,1
3117,41,Australia,665,0
3118,43,Germany,968,1
3119,65,UK,870,0
3120,52,India,106,1
3121,63,UK,548,0
3122,55,UK,779,0
3123,67,Germany,551,0
3124,53,USA,564,0
3125,30,Canada,146,1
3126,41,India,713,1
3127,58,Australia,778,0
3128,55,India,271,1
3129,48,USA,198,1
3130,28,UK,783,0
3131,45,Canada,138,0
3132,67,Canada,71,0
3133,35,Canada,372,0
3134,19,Australia,872,0
3135,60,Germany,666,0
3136,47,UK,810,1
3137,18,India,290,0
3138,36,India,898,0
3139,40,UK,149,1
3140,29,India,790,0
3141,18,Germany,286,0
3142,41,Canada,270,1
3143,28,India,24,1
3144,30,Germany,208,0
3145,41,Canada,438,0
3146,33,Australia,422,0
3147,66,Australia,587,1
3148,60,UK,541,0
3149,56,UK,42,0
3150,60,Germany,387,0
3151,59,Australia,910,0
3152,59,Australia,862,0
3153,59,Australia,416,1
3154,18,Germany,56,0
3155,59,Germany,130,0
3156,56,India,967,0
3157,26,Australia,534,0
3158,66,UK,641,1
3159,36,India,356,0
3160,62,India,452,0
3161,39,Australia,146,1
3162,60,Canada,167,0
3163,36,Germany,48,0
3164,24,India,464,0
3165,18,Canada,371,0
3166,36,Australia,165,0
3167,43,USA,214,0
3168,50,Canada,578,1
3169,37,USA,700,0
3170,27,USA,920,0
3171,54,Australia,644,1
3172,30,USA,402,1
3173,41,USA,706,0
3174,36,Germany,201,0
3175,56,India,637,1
3176,59,Australia,597,0
3177,64,India,783,1
3178,22,USA,617,0
3179,58,Australia,215,0
3180,40,India,236,0
3181,58,USA,902,0
3182,26,India,60,0
3183,50,Canada,819,0
3184,54,Germany,287,1
3185,46,UK,442,1
3186,53,USA,757,1
3187,43,Canada,548,0
3188,45,Australia,708,0
3189,39,Australia,716,0
3190,57,Canada,742,1
3191,46,Germany,639,1
3192,59,Australia,679,0
3193,56,Germany,277,0
3194,21,USA,188,1
3195,27,USA,343,1
3196,63,Canada,944,0
3197,56,Canada,317,0
3198,37,Germany,65,0
3199,22,USA,592,0
3200,45,USA,735,1
3201,62,Canada,619,0
3202,51,Australia,909,0
3203,45,UK,810,0
3204,48,Canada,593,1
3205,27,UK,520,0
3206,67,USA,709,0
3207,48,Canada,913,0
3208,65,Australia,969,0
3209,18,Australia,132,0
3210,42,Germany,387,1
3211,40,India,460,0
3212,60,USA,586,1
3213,23,USA,754,1
3214,19,Canada,544,0
3215,29,India,1,0
3216,65,India,306,0
3217,61,India,520,1
3218,22,Canada,114,0
3219,55,Canada,379,0
3220,60,UK,276,0
3221,35,UK,825,1
3222,51,UK,154,0
3223,63,Germany,115,1
3224,21,USA,445,0
3225,31,UK,708,0
3226,65,Germany,359,1
3227,68,Germany,753,0
3228,46,Canada,843,1
3229,42,India,104,0
3230,24,Australia,666,0
3231,42,India,531,1
3232,59,UK,681,0
3233,64,Australia,525,0
3234,19,USA,144,0
3235,30,Australia,419,0
3236,48,Australia,85,0
3237,51,USA,456,0
3238,65,USA,962,0
3239,57,Germany,378,0
3240,58,Germany,705,0
3241,21,Germany,867,1
3242,64,Canada,843,1
3243,29,Germany,557,1
3244,52,USA,450,0
3245,58,Australia,963,0
3246,37,USA,239,1
3247,66,Australia,310,0
3248,57,India,682,1
3249,35,USA,414,0
3250,36,Germany,712,0
3251,48,Germany,3,0
3252,39,Australia,465,0
3253,31,UK,499,0
3254,47,Canada,917,0
3255,49,USA,139,1
3256,64,Canada,110,0
3257,25,USA,4,1
3258,57,India,870,0
3259,61,India,560,0
3260,38,Australia,436,0
3261,21,Canada,651,0
3262,26,Germany,516,0
3263,30,UK,816,0
3264,55,USA,106,0
3265,45,USA,826,0
3266,36,Australia,881,0
3267,45,UK,245,0
3268,39,Canada,717,1
3269,50,Canada,142,0
3270,37,Australia,143,0
3271,34,USA,152,0
3272,30,India,958,1
3273,65,UK,656,1
3274,49,USA,43,0
3275,20,India,637,1
3276,33,Canada,334,0
3277,66,India,63,0
3278,66,Australia,307,0
3279,47,Germany,955,1
3280,35,USA,255,0
3281,40,UK,718,1
3282,62,India,830,0
3283,32,Canada,746,0
3284,55,India,942,0
3285,61,Canada,587,0
3286,42,Germany,564,1
3287,36,Australia,66,0
3288,50,Canada,840,0
3289,26,UK,866,0
3290,22,Germany,55,0
3291,25,Australia,272,0
3292,62,India,628,1
3293,18,Australia,662,0
3294,31,Australia,292,0
3295,58,USA,338,1
3296,66,Canada,487,0
3297,44,Australia,569,0
3298,66,UK,133,1
3299,46,USA,271,0
3300,54,USA,887,0
3301,37,Germany,933,0
3302,58,India,167,0
3303,40,USA,279,0
3304,33,UK,9,1
3305,44,Canada,819,1
3306,34,Canada,550,1
3307,35,Canada,191,1
3308,30,Germany,680,0
3309,32,UK,939,1
3310,21,USA,417,0
3311,68,Australia,640,1
3312,53,UK,148,0
3313,62,Germany,364,1
3314,35,Germany,606,0
3315,54,India,575,0
3316,29,UK,405,0
3317,26,Canada,126,1
3318,42,Germany,355,1
3319,66,Germany,14,0
3320,42,India,443,1
3321,22,Australia,617,1
3322,40,Canada,521,0
3323,67,Australia,144,1
3324,31,Germany,257,0
3325,42,USA,400,0
3326,64,Canada,172,0
3327,46,UK,152,0
3328,32,India,851,0
3329,19,Australia,283,1
3330,40,USA,497,0
3331,40,USA,580,1
3332,59,UK,93,0
3333,49,India,737,0
3334,34,Germany,103,0
3335,49,Australia,884,0
3336,19,Australia,380,0
3337,62,India,600,0
3338,39,Australia,15,0
3339,44,Germany,956,0
3340,45,UK,577,0
3341,61,UK,650,0
3342,46,USA,210,0
3343,56,USA,753,1
3344,29,USA,53,1
3345,27,UK,54,0
3346,48,Germany,135,0
3347,27,UK,522,1
3348,56,UK,668,1
3349,20,USA,754,0
3350,38,India,820,1
3351,29,USA,836,0
3352,56,India,874,1
3353,40,Germany,447,1
3354,57,Germany,812,1
3355,68,Canada,442,0
3356,50,Canada,528,0
3357,67,Canada,875,1
3358,67,Germany,602,0
3359,47,USA,359,1
3360,39,USA,234,1
3361,62,USA,777,1
3362,26,UK,269,1
3363,52,Canada,993,0
3364,48,USA,180,0
3365,52,Canada,783,1
3366,23,Canada,510,0
3367,50,UK,800,1
3368,50,Germany,412,1
3369,51,USA,192,0
3370,36,UK,107,0
3371,23,Germany,244,0
3372,37,Germany,866,0
3373,35,USA,604,0
3374,68,Australia,73,0
3375,23,Canada,590,0
3376,41,India,253,0
3377,29,Canada,51,0
3378,44,Canada,122,0
3379,43,India,685,1
3380,35,Australia,492,0
3381,46,Germany,273,1
3382,62,India,573,0
3383,21,India,330,0
3384,20,UK,111,0
3385,42,UK,433,0
3386,25,UK,99,0
3387,35,Germany,694,1
3388,65,India,871,1
3389,21,USA,809,0
3390,32,India,520,0
3391,36,Germany,568,0
3392,56,UK,650,0
3393,66,Germany,169,0
3394,22,UK,887,0
3395,36,Germany,287,0
3396,56,USA,472,1
3397,40,UK,560,0
3398,23,UK,550,1
3399,44,India,203,0
3400,34,Australia,244,0
3401,64,Australia,761,1
3402,30,Germany,907,0
3403,43,Canada,342,0
3404,46,Canada,73,0
3405,66,India,46,0
3406,60,Germany,208,0
3407,56,USA,124,0
3408,48,India,668,0
3409,20,UK,886,1
3410,42,USA,911,1
3411,31,Germany,832,0
3412,53,UK,626,0
3413,54,Canada,998,0
3414,56,Germany,959,0
3415,18,UK,888,0
3416,18,Germany,747,0
3417,39,UK,395,0
3418,34,Germany,676,1
3419,43,Australia,240,1
3420,26,Canada,139,0
3421,18,India,630,0
3422,39,UK,568,1
3423,54,UK,687,0
3424,69,Canada,974,0
3425,22,Australia,442,1
3426,51,India,64,0
3427,65,Germany,714,1
3428,47,UK,917,0
3429,18,India,577,0
3430,55,Germany,25,0
3431,45,UK,417,0
3432,58,UK,158,1
3433,65,Australia,328,1
3434,18,Australia,268,1
3435,23,Australia,601,0
3436,18,Germany,672,0
3437,20,Canada,49,0
3438,60,India,413,1
3439,26,UK,952,0
3440,63,Germany,420,0
3441,66,UK,844,0
3442,67,Germany,643,1
3443,67,UK,964,0
3444,54,USA,46,0
3445,50,Canada,848,0
3446,37,India,230,0
3447,33,Canada,606,0
3448,41,Canada,88,1
3449,29,India,913,0
3450,45,Australia,573,0
3451,68,Canada,539,1
3452,48,USA,219,0
3453,48,Australia,32,0
3454,62,Germany,739,0
3455,63,Australia,341,0
3456,24,India,772,0
3457,42,Germany,671,0
3458,37,UK,292,1
3459,34,Australia,493,0
3460,52,USA,873,0
3461,60,Germany,880,1
3462,54,Australia,814,0
3463,21,Germany,336,0
3464,43,India,889,1
3465,34,Australia,685,1
3466,45,UK,449,0
3467,60,India,421,0
3468,57,UK,166,0
3469,26,Australia,461,0
3470,33,India,912,0
3471,59,Australia,364,0
3472,59,Germany,205,0
3473,56,Germany,472,0
3474,69,USA,653,0
3475,26,Germany,979,0
3476,57,Canada,854,1
3477,40,Germany,770,0
3478,28,Canada,543,0
3479,33,Germany,523,0
3480,24,Canada,896,0
3481,65,Canada,126,0
3482,31,Australia,476,1
3483,33,Germany,787,0
3484,43,Canada,134,0
3485,26,USA,562,0
3486,29,UK,23,0
3487,22,Australia,235,0
3488,53,Canada,771,1
3489,34,Canada,935,0
3490,62,Australia,972,0
3491,36,USA,533,0
3492,60,USA,948,0
3493,66,India,300,0
3494,57,Australia,975,0
3495,45,Australia,949,0
3496,21,UK,591,0
3497,20,India,586,0
3498,40,Australia,786,0
3499,48,Canada,571,0
3500,20,USA,67,0
3501,46,Canada,601,0
3502,46,Australia,890,1
3503,66,Australia,782,1
3504,50,Australia,918,1
3505,40,Germany,853,1
3506,21,UK,277,1
3507,48,Germany,213,1
3508,52,USA,294,0
3509,58,USA,541,1
3510,20,USA,449,1
3511,36,UK,686,0
3512,31,India,881,1
3513,31,Canada,44,0
3514,30,Australia,998,1
3515,68,Canada,870,0
3516,50,Canada,797,0
3517,48,Canada,80,0
3518,65,Australia,558,0
3519,69,Canada,650,0
3520,58,India,479,0
3521,67,Germany,564,0
3522,45,UK,467,0
3523,49,Germany,909,0
3524,50,Germany,248,1
3525,20,Australia,573,1
3526,41,Canada,703,0
3527,40,Australia,286,0
3528,49,Canada,312,0
3529,50,India,965,1
3530,25,UK,463,0
3531,51,USA,965,0
3532,22,Germany,806,0
3533,43,USA,897,0
3534,43,UK,161,1
3535,37,Germany,528,1
3536,43,USA,87,0
3537,48,USA,500,0
3538,18,Australia,746,1
3539,68,India,218,0
3540,68,UK,528,1
3541,31,UK,893,0
3542,50,UK,754,0
3543,30,Germany,898,0
3544,38,India,659,1
3545,39,Canada,203,0
3546,38,Germany,167,0
3547,25,UK,810,1
3548,42,Germany,473,1
3549,36,USA,750,0
3550,58,Germany,490,1
3551,34,Australia,892,0
3552,21,Australia,350,0
3553,40,Germany,307,0
3554,53,UK,960,0
3555,48,USA,421,0
3556,50,UK,411,0
3557,39,USA,640,1
3558,41,Australia,110,0
3559,49,USA,583,1
3560,29,USA,11,1
3561,49,UK,569,1
3562,39,Australia,482,0
3563,37,USA,184,0
3564,27,Australia,592,0
3565,21,India,475,1
3566,60,Australia,848,0
3567,50,India,496,0
3568,39,Canada,265,0
3569,44,India,273,0
3570,62,Canada,8,0
3571,50,India,513,0
3572,58,UK,951,0
3573,33,Canada,786,1
3574,18,Germany,339,1
3575,25,Germany,387,0
3576,22,India,695,0
3577,35,Germany,690,0
3578,50,Australia,623,0
3579,56,India,784,1
3580,64,India,38,1
3581,31,Australia,747,0
3582,65,Australia,345,1
3583,39,Germany,912,0
3584,33,Germany,588,1
3585,44,USA,345,0
3586,22,Australia,268,0
3587,52,Canada,33,0
3588,67,India,440,1
3589,58,Germany,722,1
3590,56,Canada,859,0
3591,34,Germany,56,0
3592,20,Germany,197,0
3593,40,USA,999,0
3594,62,Australia,957,0
3595,27,India,473,1
3596,58,India,610,0
3597,54,UK,317,1
3598,34,Australia,727,0
3599,66,USA,201,0
3600,49,Canada,888,0
3601,39,USA,171,1
3602,18,Canada,465,0
3603,30,India,95,0
3604,24,UK,471,0
3605,22,UK,69,0
3606,26,India,262,0
3607,33,Germany,213,0
3608,33,USA,293,0
3609,30,UK,288,0
3610,63,Australia,200,0
3611,53,Germany,154,1
3612,50,Canada,157,0
3613,18,Australia,983,1
3614,20,UK,455,0
3615,32,Canada,232,1
3616,47,Germany,359,0
3617,60,Canada,497,0
3618,57,Germany,449,0
3619,45,Canada,889,0
3620,20,USA,292,0
3621,50,UK,937,0
3622,62,UK,90,1
3623,50,Germany,84,1
3624,22,Canada,485,0
3625,40,India,782,0
3626,56,Australia,339,0
3627,21,Australia,478,0
3628,48,UK,9,0
3629,31,Canada,503,0
3630,27,Canada,624,0
3631,40,USA,27,0
3632,19,Australia,365,0
3633,68,India,306,0
3634,18,UK,296,0
3635,65,USA,989,1
3636,55,India,48,0
3637,34,UK,183,0
3638,25,USA,86,0
3639,25,India,137,1
3640,33,UK,607,0
3641,38,Australia,602,0
3642,45,India,72,0
3643,65,Canada,812,0
3644,43,Germany,223,0
3645,49,Germany,434,0
3646,42,Canada,884,1
3647,19,India,810,0
3648,29,Canada,649,1
3649,45,Germany,806,0
3650,63,Germany,470,1
3651,35,India,70,0
3652,33,Germany,527,0
3653,30,Australia,631,1
3654,24,Canada,529,0
3655,39,Australia,567,1
3656,30,Australia,303,0
3657,46,India,22,0
3658,65,Canada,517,0
3659,27,India,467,0
3660,63,Germany,675,0
3661,27,UK,578,0
3662,53,India,281,0
3663,64,India,40,0
3664,40,UK,211,1
3665,30,Germany,253,0
3666,36,Canada,381,0
3667,21,USA,234,0
3668,69,UK,739,0
3669,23,USA,439,0
3670,40,Germany,766,0
3671,41,India,965,1
3672,30,India,175,0
3673,54,Germany,671,1
3674,47,Canada,18,0
3675,52,Canada,922,0
3676,66,Australia,883,0
3677,50,Germany,217,0
3678,54,Germany,59,0
3679,50,Australia,935,1
