user_id,age,premium_user,favorite_category,secondary_category
2240,33,0,Movies,Electronics
2241,35,0,Sports,Music
2242,47,1,Gaming,Sports
2243,49,0,Sports,Electronics
2244,63,1,Education,Sports
2245,30,0,Education,Electronics
2246,47,0,Education,Sports
2247,34,0,Music,Electronics
2248,69,0,Education,Music
2249,69,0,Electronics,Books
2250,48,0,Gaming,Sports
2251,69,0,Electronics,Music
2252,69,1,Electronics,Education
2253,64,0,Books,Education
2254,52,1,Movies,Music
2255,33,0,Sports,Gaming
2256,32,0,Education,Fashion
2257,62,0,Music,Education
2258,25,0,Electronics,Education
2259,29,0,Sports,Education
2260,57,0,Education,Fashion
2261,68,1,Education,Music
2262,60,0,Music,Gaming
2263,50,0,Education,Electronics
2264,46,1,Books,Education
2265,57,1,Sports,Electronics
2266,23,0,Music,Fashion
2267,55,0,Movies,Music
2268,68,0,Music,Gaming
2269,58,0,Books,Electronics
2270,68,0,Fashion,Movies
2271,66,0,Fashion,Education
2272,19,0,Gaming,Electronics
2273,36,0,Movies,Music
2274,34,0,Sports,Books
2275,55,0,Books,Education
2276,55,1,Gaming,Books
2277,68,0,Education,Gaming
2278,39,0,Sports,Gaming
2279,60,0,Music,Electronics
2280,30,0,Gaming,Electronics
2281,49,0,Books,Education
2282,53,0,Education,Sports
2283,63,1,Fashion,Movies
2284,52,0,Electronics,Music
2285,45,0,Electronics,Music
2286,35,1,Gaming,Education
2287,50,1,Education,Movies
2288,25,1,Fashion,Gaming
2289,67,1,Fashion,Gaming
2290,61,0,Fashion,Electronics
2291,64,0,Gaming,Music
2292,29,0,Music,Movies
2293,31,0,Gaming,Sports
2294,51,0,Sports,Fashion
2295,41,0,Gaming,Fashion
2296,59,1,Movies,Sports
2297,37,1,Fashion,Books
2298,27,0,Gaming,Movies
2299,41,1,Movies,Education
2300,44,0,Music,Gaming
2301,32,0,Sports,Books
2302,58,0,Sports,Music
2303,43,1,Movies,Gaming
2304,40,1,Music,Gaming
2305,37,1,Fashion,Gaming
2306,21,0,Fashion,Music
2307,65,0,Music,Gaming
2308,42,1,Books,Education
2309,20,0,Music,Movies
2310,42,1,Education,Movies
2311,69,0,Gaming,Music
2312,50,0,Movies,Education
2313,32,1,Gaming,Education
2314,63,0,Electronics,Music
2315,63,0,Books,Electronics
2316,41,0,Gaming,Books
2317,22,0,Electronics,Gaming
2318,60,0,Electronics,Fashion
2319,64,0,Movies,Education
2320,44,1,Fashion,Sports
2321,45,1,Movies,Books
2322,57,0,Electronics,Gaming
2323,20,0,Movies,Books
2324,27,0,Electronics,Sports
2325,66,0,Education,Electronics
2326,28,1,Sports,Gaming
2327,22,0,Gaming,Books
2328,54,0,Movies,Gaming
2329,62,0,Electronics,Movies
2330,22,0,Gaming,Sports
2331,65,1,Music,Movies
2332,57,0,Electronics,Books
2333,47,1,Movies,Books
2334,61,0,Education,Gaming
2335,43,1,Sports,Gaming
2336,25,0,Music,Education
2337,45,1,Sports,Education
2338,26,0,Sports,Fashion
2339,38,0,Education,Books
2340,51,0,Books,Fashion
2341,69,0,Fashion,Gaming
2342,18,0,Books,Movies
2343,57,1,Electronics,Movies
2344,18,0,Movies,Music
2345,59,0,Movies,Books
2346,38,1,Fashion,Music
2347,39,0,Movies,Electronics
2348,62,1,Music,Sports
2349,64,0,Fashion,Electronics
2350,43,0,Fashion,Sports
2351,55,0,Electronics,Education
2352,31,1,Movies,Sports
2353,52,0,Music,Electronics
2354,64,0,Music,Movies
2355,32,1,Sports,Books
2356,44,1,Books,Education
2357,48,0,Fashion,Movies
2358,52,0,Gaming,Electronics
2359,22,1,Music,Books
2360,66,0,Sports,Gaming
2361,51,0,Music,Fashion
2362,22,0,Music,Fashion
2363,23,0,Sports,Education
2364,67,1,Education,Movies
2365,34,1,Electronics,Books
2366,31,0,Music,Sports
2367,61,0,Sports,Gaming
2368,36,1,Sports,Electronics
2369,64,0,Music,Sports
2370,34,0,Books,Movies
2371,37,0,Movies,Music
2372,49,1,Movies,Electronics
2373,61,1,Music,Movies
2374,34,1,Education,Sports
2375,67,0,Electronics,Sports
2376,49,1,Sports,Fashion
2377,23,0,Books,Electronics
2378,31,0,Fashion,Education
2379,32,0,Electronics,Gaming
2380,21,0,Books,Fashion
2381,33,1,Sports,Education
2382,21,0,Gaming,Education
2383,45,0,Books,Fashion
2384,19,0,Gaming,Music
2385,25,0,Books,Gaming
2386,60,0,Fashion,Electronics
2387,56,0,Education,Music
2388,25,0,Music,Electronics
2389,61,1,Books,Electronics
2390,59,0,Electronics,Fashion
2391,33,0,Movies,Music
2392,27,0,Books,Music
2393,67,0,Sports,Fashion
2394,46,0,Gaming,Sports
2395,51,1,Education,Music
2396,62,0,Gaming,Sports
2397,47,0,Music,Electronics
2398,63,0,Gaming,Music
2399,46,1,Books,Music
2400,49,0,Electronics,Gaming
2401,32,0,Books,Education
2402,49,0,Electronics,Gaming
2403,27,0,Books,Sports
2404,65,1,Books,Sports
2405,20,1,Movies,Music
2406,60,1,Books,Sports
2407,21,0,Education,Sports
2408,34,1,Gaming,Education
2409,22,1,Electronics,Movies
2410,23,0,Fashion,Music
2411,18,0,Sports,Books
2412,65,0,Gaming,Education
2413,30,1,Movies,Gaming
2414,20,1,Fashion,Sports
2415,29,0,Music,Electronics
2416,50,0,Fashion,Electronics
2417,58,0,Electronics,Books
2418,27,0,Gaming,Movies
2419,64,0,Books,Sports
2420,69,0,Sports,Gaming
2421,47,1,Music,Books
2422,51,0,Gaming,Music
2423,65,0,Fashion,Books
2424,27,1,Fashion,Books
2425,63,0,Movies,Books
2426,58,0,Books,Fashion
2427,52,0,Electronics,Education
2428,51,0,Education,Music
2429,28,0,Books,Sports
2430,38,1,Books,Sports
2431,24,0,Books,Fashion
2432,19,1,Education,Fashion
2433,59,1,Music,Books
2434,28,0,Sports,Electronics
2435,68,0,Movies,Music
2436,43,1,Books,Fashion
2437,61,0,Music,Sports
2438,64,0,Education,Fashion
2439,29,0,Movies,Gaming
2440,21,1,Fashion,Music
2441,19,0,Music,Education
2442,44,1,Music,Sports
2443,25,1,Fashion,Electronics
2444,64,0,Music,Books
2445,57,0,Sports,Gaming
2446,30,1,Gaming,Fashion
2447,34,0,Music,Books
2448,34,0,Music,Sports
2449,38,0,Education,Sports
2450,43,0,Music,Education
2451,45,0,Movies,Sports
2452,64,1,Books,Fashion
2453,47,0,Books,Education
2454,31,1,Movies,Education
2455,62,1,Fashion,Music
2456,54,1,Sports,Fashion
2457,32,0,Books,Gaming
2458,63,0,Books,Electronics
2459,30,0,Electronics,Education
2460,54,1,Gaming,Education
2461,69,0,Sports,Electronics
2462,42,0,Movies,Music
2463,53,0,Education,Music
2464,49,0,Fashion,Sports
2465,22,1,Gaming,Books
2466,47,0,Movies,Books
2467,40,1,Education,Movies
2468,60,0,Books,Movies
2469,46,0,Music,Movies
2470,69,1,Electronics,Gaming
2471,53,0,Sports,Education
2472,68,0,Fashion,Education
2473,23,1,Fashion,Movies
2474,32,1,Fashion,Books
2475,26,0,Fashion,Gaming
2476,67,0,Education,Fashion
2477,37,0,Electronics,Fashion
2478,28,0,Education,Books
2479,21,0,Books,Sports
2480,51,0,Music,Books
2481,26,0,Electronics,Gaming
2482,24,0,Sports,Music
2483,59,1,Music,Sports
2484,52,0,Education,Sports
2485,48,0,Electronics,Books
2486,49,0,Music,Electronics
2487,69,0,Movies,Education
2488,19,0,Movies,Music
2489,34,0,Fashion,Movies
2490,33,0,Gaming,Fashion
2491,48,0,Books,Music
2492,18,0,Movies,Sports
2493,38,1,Sports,Music
2494,43,0,Gaming,Fashion
2495,29,0,Music,Sports
2496,50,0,Education,Movies
2497,49,0,Electronics,Music
2498,45,1,Fashion,Movies
2499,24,0,Fashion,Books
2500,41,0,Books,Music
2501,36,0,Movies,Books
2502,57,0,Fashion,Books
2503,28,1,Fashion,Sports
2504,29,0,Books,Gaming
2505,44,0,Sports,Movies
2506,19,1,Music,Gaming
2507,19,0,Books,Movies
2508,47,0,Education,Sports
2509,45,1,Sports,Music
2510,27,0,Fashion,Gaming
2511,57,0,Gaming,Electronics
2512,58,0,Sports,Electronics
2513,64,0,Fashion,Music
2514,33,0,Fashion,Books
2515,37,1,Electronics,Music
2516,44,1,Fashion,Electronics
2517,51,0,Fashion,Sports
2518,42,1,Fashion,Music
2519,57,0,Gaming,Movies
2520,43,0,Electronics,Gaming
2521,49,1,Movies,Electronics
2522,65,0,Sports,Movies
2523,19,0,Education,Gaming
2524,53,0,Education,Books
2525,44,0,Sports,Education
2526,31,0,Gaming,Movies
2527,32,1,Fashion,Education
2528,45,0,Fashion,Music
2529,56,0,Movies,Books
2530,27,0,Music,Sports
2531,54,0,Books,Fashion
2532,31,1,Gaming,Sports
2533,29,0,Fashion,Electronics
2534,23,1,Electronics,Fashion
2535,53,1,Gaming,Education
2536,33,1,Fashion,Music
2537,42,0,Books,Fashion
2538,62,0,Education,Movies
2539,35,0,Electronics,Education
2540,40,0,Books,Electronics
2541,33,0,Education,Music
2542,21,0,Fashion,Music
2543,68,0,Electronics,Education
2544,48,0,Gaming,Movies
2545,29,0,Gaming,Fashion
2546,62,1,Electronics,Gaming
2547,24,0,Gaming,Books
2548,32,0,Education,Gaming
2549,58,0,Gaming,Fashion
2550,61,0,Books,Movies
2551,62,1,Fashion,Sports
2552,40,1,Education,Gaming
2553,31,0,Sports,Education
2554,50,0,Books,Sports
2555,52,0,Gaming,Fashion
2556,36,0,Sports,Electronics
2557,40,1,Electronics,Music
2558,30,1,Books,Music
2559,52,1,Electronics,Movies
2560,46,0,Sports,Gaming
2561,42,0,Music,Sports
2562,19,0,Music,Electronics
2563,44,0,Fashion,Movies
2564,18,0,Movies,Fashion
2565,40,0,Gaming,Movies
2566,56,1,Music,Movies
2567,41,0,Movies,Gaming
2568,43,0,Gaming,Education
2569,37,0,Sports,Movies
2570,18,0,Education,Books
2571,64,0,Music,Movies
2572,19,0,Education,Fashion
2573,23,0,Movies,Music
2574,65,0,Music,Education
2575,20,1,Gaming,Music
2576,22,0,Fashion,Education
2577,29,0,Books,Gaming
2578,37,1,Sports,Movies
2579,21,0,Fashion,Electronics
2580,36,1,Sports,Music
2581,62,1,Gaming,Education
2582,30,0,Music,Education
2583,39,0,Electronics,Fashion
2584,64,0,Gaming,Music
2585,39,0,Electronics,Education
2586,25,0,Books,Education
2587,59,0,Fashion,Movies
2588,68,0,Gaming,Electronics
2589,60,0,Books,Sports
2590,26,0,Sports,Fashion
2591,36,1,Books,Music
2592,68,0,Electronics,Gaming
2593,48,0,Gaming,Sports
2594,28,0,Movies,Gaming
2595,44,1,Electronics,Education
2596,51,0,Fashion,Gaming
2597,23,0,Education,Sports
2598,55,0,Electronics,Fashion
2599,45,1,Movies,Books
2600,57,0,Electronics,Education
2601,69,1,Sports,Music
2602,24,0,Fashion,Gaming
2603,21,0,Electronics,Sports
2604,43,1,Sports,Gaming
2605,29,0,Electronics,Fashion
2606,54,0,Books,Sports
2607,41,1,Gaming,Fashion
2608,30,1,Gaming,Sports
2609,69,0,Sports,Music
2610,28,1,Electronics,Gaming
2611,24,0,Books,Electronics
2612,28,0,Movies,Gaming
2613,58,0,Music,Fashion
2614,40,0,Movies,Books
2615,60,1,Sports,Movies
2616,43,1,Gaming,Movies
2617,46,0,Electronics,Sports
2618,53,0,Fashion,Movies
2619,52,0,Books,Music
2620,34,0,Books,Music
2621,63,0,Movies,Fashion
2622,46,1,Books,Education
2623,63,1,Movies,Music
2624,68,0,Movies,Gaming
2625,64,0,Education,Sports
2626,69,0,Education,Gaming
2627,40,0,Sports,Education
2628,24,0,Music,Education
2629,35,0,Education,Music
2630,27,0,Education,Movies
2631,24,0,Electronics,Movies
2632,67,0,Books,Sports
2633,69,0,Books,Movies
2634,61,0,Sports,Gaming
2635,51,0,Sports,Education
2636,21,0,Music,Sports
2637,43,0,Music,Movies
2638,24,0,Electronics,Gaming
2639,26,0,Movies,Books
2640,25,0,Movies,Electronics
2641,36,0,Gaming,Music
2642,69,0,Music,Electronics
2643,44,0,Fashion,Movies
2644,35,0,Music,Fashion
2645,46,0,Sports,Music
2646,64,1,Movies,Books
2647,48,0,Sports,Movies
2648,34,0,Sports,Books
2649,63,1,Sports,Education
2650,56,0,Movies,Books
2651,47,0,Sports,Books
2652,28,1,Sports,Education
2653,29,1,Music,Books
2654,35,0,Books,Electronics
2655,24,0,Books,Gaming
2656,43,1,Education,Movies
2657,62,0,Electronics,Education
2658,61,0,Electronics,Education
2659,39,0,Education,Fashion
2660,35,0,Music,Sports
2661,54,0,Movies,Sports
2662,59,0,Fashion,Education
2663,54,1,Movies,Sports
2664,47,0,Sports,Education
2665,26,1,Fashion,Electronics
2666,29,1,Gaming,Sports
2667,50,0,Electronics,Music
2668,32,0,Music,Sports
2669,56,0,Fashion,Movies
2670,35,0,Books,Gaming
2671,60,0,Education,Fashion
2672,55,0,Electronics,Books
2673,50,1,Sports,Movies
2674,48,1,Books,Sports
2675,21,0,Music,Movies
2676,21,0,Movies,Books
2677,46,0,Movies,Books
2678,19,1,Movies,Sports
2679,23,0,Music,Fashion
2680,38,0,Fashion,Movies
2681,33,1,Gaming,Books
2682,56,0,Gaming,Music
2683,45,0,Music,Fashion
2684,66,0,Gaming,Fashion
2685,62,1,Education,Books
2686,22,0,Fashion,Music
2687,59,0,Sports,Education
2688,27,0,Books,Gaming
2689,32,0,Movies,Education
2690,64,0,Sports,Music
2691,27,0,Gaming,Education
2692,32,0,Gaming,Books
2693,29,0,Fashion,Education
2694,30,1,Fashion,Movies
2695,20,0,Electronics,Fashion
2696,37,0,Gaming,Sports
2697,68,0,Fashion,Education
2698,62,0,Music,Education
2699,33,0,Education,Fashion
2700,65,0,Movies,Music
2701,31,1,Electronics,Movies
2702,24,0,Books,Gaming
2703,55,1,Fashion,Electronics
2704,39,0,Sports,Education
2705,54,0,Movies,Sports
2706,27,1,Books,Movies
2707,63,0,Music,Fashion
2708,66,0,Music,Fashion
2709,29,1,Movies,Fashion
2710,43,1,Electronics,Movies
2711,31,0,Books,Sports
2712,40,1,Sports,Music
2713,64,1,Fashion,Education
2714,42,0,Movies,Fashion
2715,30,0,Music,Gaming
2716,45,0,Education,Gaming
2717,45,0,Education,Electronics
2718,44,1,Gaming,Movies
2719,26,0,Movies,Sports
2720,37,0,Fashion,Education
2721,21,0,Fashion,Gaming
2722,51,0,Music,Sports
2723,43,0,Gaming,Education
2724,33,1,Books,Electronics
2725,56,0,Fashion,Sports
2726,30,0,Sports,Fashion
2727,37,0,Music,Gaming
2728,64,0,Movies,Gaming
2729,27,0,Movies,Music
2730,67,0,Gaming,Fashion
2731,29,0,Education,Gaming
2732,67,0,Music,Gaming
2733,28,1,Education,Sports
2734,56,0,Fashion,Books
2735,63,1,Electronics,Fashion
2736,62,0,Sports,Gaming
2737,58,0,Movies,Gaming
2738,60,1,Books,Fashion
2739,40,0,Fashion,Movies
2740,36,0,Books,Electronics
2741,45,0,Books,Movies
2742,50,1,Electronics,Books
2743,69,1,Gaming,Movies
2744,66,1,Books,Electronics
2745,52,0,Movies,Music
2746,52,0,Fashion,Electronics
2747,55,0,Gaming,Fashion
2748,40,0,Sports,Books
2749,39,0,Movies,Sports
2750,65,1,Fashion,Books
2751,62,0,Fashion,Electronics
2752,61,1,Electronics,Gaming
2753,39,1,Music,Education
2754,57,0,Music,Education
2755,58,0,Education,Sports
2756,40,0,Movies,Music
2757,40,0,Education,Books
2758,40,0,Fashion,Music
2759,30,0,Education,Music
2760,40,0,Gaming,Movies
2761,38,0,Movies,Fashion
2762,40,0,Education,Movies
2763,61,0,Sports,Education
2764,68,1,Books,Movies
2765,68,0,Movies,Fashion
2766,67,0,Gaming,Fashion
2767,44,0,Fashion,Sports
2768,26,1,Electronics,Books
2769,48,0,Fashion,Sports
2770,57,0,Movies,Sports
2771,30,0,Electronics,Gaming
2772,37,0,Education,Gaming
2773,45,0,Education,Fashion
2774,58,0,Electronics,Education
2775,67,0,Gaming,Education
2776,28,0,Movies,Music
2777,55,0,Sports,Education
2778,28,0,Electronics,Music
2779,57,0,Music,Books
2780,52,0,Gaming,Movies
2781,36,0,Gaming,Sports
2782,66,0,Sports,Books
2783,41,0,Gaming,Education
2784,18,0,Gaming,Books
2785,62,0,Movies,Electronics
2786,60,0,Gaming,Music
2787,33,0,Sports,Music
2788,36,1,Movies,Fashion
2789,42,1,Movies,Sports
2790,68,0,Sports,Education
2791,59,0,Books,Fashion
2792,51,0,Fashion,Sports
2793,57,0,Books,Gaming
2794,51,0,Education,Movies
2795,62,0,Education,Fashion
2796,23,0,Education,Books
2797,65,0,Music,Electronics
2798,48,0,Fashion,Electronics
2799,47,1,Electronics,Fashion
2800,35,0,Books,Sports
2801,69,0,Movies,Books
2802,48,0,Education,Music
2803,57,0,Electronics,Fashion
2804,26,0,Books,Fashion
2805,34,0,Electronics,Movies
2806,52,0,Sports,Fashion
2807,22,0,Gaming,Fashion
2808,37,1,Education,Fashion
2809,64,0,Education,Music
2810,30,0,Electronics,Sports
2811,62,1,Books,Education
2812,48,0,Fashion,Electronics
2813,20,0,Movies,Education
2814,63,0,Gaming,Electronics
2815,47,0,Education,Books
2816,52,1,Sports,Education
2817,59,1,Movies,Education
2818,30,0,Gaming,Education
2819,27,1,Electronics,Books
2820,26,1,Sports,Movies
2821,19,0,Education,Books
2822,40,0,Electronics,Fashion
2823,56,0,Education,Music
2824,46,0,Books,Music
2825,68,1,Sports,Movies
2826,48,0,Gaming,Music
2827,67,0,Movies,Fashion
2828,34,0,Fashion,Gaming
2829,42,1,Electronics,Gaming
2830,56,0,Books,Sports
2831,23,0,Education,Music
2832,52,0,Movies,Books
2833,37,1,Music,Electronics
2834,36,0,Sports,Electronics
2835,36,0,Sports,Gaming
2836,33,1,Gaming,Fashion
2837,58,0,Electronics,Fashion
2838,42,0,Movies,Music
2839,52,1,Books,Movies
2840,66,0,Sports,Electronics
2841,53,0,Electronics,Music
2842,36,1,Education,Music
2843,33,0,Fashion,Sports
2844,57,1,Books,Fashion
2845,35,0,Fashion,Movies
2846,69,0,Books,Gaming
2847,34,0,Music,Education
2848,30,1,Electronics,Books
2849,27,1,Music,Gaming
2850,42,1,Fashion,Gaming
2851,35,1,Books,Fashion
2852,46,0,Education,Books
2853,34,0,Music,Movies
2854,28,0,Music,Education
2855,68,0,Education,Music
2856,45,1,Sports,Electronics
2857,55,0,Gaming,Fashion
2858,68,1,Fashion,Sports
2859,38,0,Electronics,Movies
2860,56,1,Education,Movies
2861,25,1,Movies,Music
2862,65,0,Education,Books
2863,24,0,Fashion,Music
2864,18,0,Music,Fashion
2865,25,0,Education,Fashion
2866,21,0,Fashion,Electronics
2867,20,0,Fashion,Movies
2868,57,1,Movies,Education
2869,18,0,Movies,Music
2870,55,0,Music,Sports
2871,40,0,Electronics,Education
2872,28,0,Gaming,Music
2873,50,0,Fashion,Electronics
2874,53,0,Music,Education
2875,34,0,Sports,Fashion
2876,22,1,Books,Gaming
2877,20,1,Gaming,Books
2878,52,1,Education,Gaming
2879,65,0,Fashion,Music
2880,48,0,Movies,Fashion
2881,41,0,Gaming,Music
2882,35,0,Music,Electronics
2883,31,0,Books,Music
2884,32,1,Books,Electronics
2885,32,1,Fashion,Books
2886,25,0,Electronics,Fashion
2887,64,1,Books,Movies
2888,51,1,Sports,Electronics
2889,49,0,Electronics,Music
2890,47,1,Gaming,Music
2891,30,1,Education,Movies
2892,32,0,Movies,Electronics
2893,46,0,Music,Books
2894,24,1,Books,Electronics
2895,48,0,Sports,Gaming
2896,42,0,Education,Gaming
2897,25,0,Books,Movies
2898,19,0,Electronics,Sports
2899,31,1,Gaming,Education
2900,47,0,Music,Education
2901,38,0,Electronics,Education
2902,39,0,Movies,Music
2903,33,1,Electronics,Gaming
2904,66,0,Books,Education
2905,33,0,Movies,Electronics
2906,19,1,Sports,Music
2907,56,0,Books,Electronics
2908,23,0,Sports,Music
2909,42,0,Gaming,Books
2910,37,0,Sports,Music
2911,68,0,Sports,Music
2912,57,0,Fashion,Music
2913,59,0,Gaming,Music
2914,26,0,Books,Education
2915,39,1,Music,Gaming
2916,39,1,Education,Music
2917,46,0,Gaming,Electronics
2918,63,1,Fashion,Education
2919,24,1,Fashion,Music
2920,50,1,Gaming,Movies
2921,21,0,Music,Gaming
2922,35,0,Fashion,Music
2923,49,1,Education,Fashion
2924,59,0,Music,Movies
2925,53,1,Music,Education
2926,33,0,Music,Sports
2927,67,0,Gaming,Education
2928,66,0,Music,Movies
2929,35,0,Sports,Music
2930,66,0,Sports,Movies
2931,56,1,Movies,Fashion
2932,34,1,Education,Sports
2933,40,0,Gaming,Electronics
2934,47,1,Electronics,Sports
2935,21,1,Electronics,Music
2936,35,1,Fashion,Sports
2937,57,0,Electronics,Sports
2938,18,1,Sports,Books
2939,66,1,Music,Electronics
2940,60,0,Movies,Music
2941,43,0,Fashion,Electronics
2942,64,0,Electronics,Movies
2943,68,0,Music,Books
2944,23,0,Fashion,Sports
2945,41,0,Music,Movies
2946,25,0,Sports,Books
2947,66,0,Movies,Education
2948,64,0,Movies,Electronics
2949,39,0,Gaming,Movies
2950,52,0,Sports,Gaming
2951,46,1,Books,Gaming
2952,37,1,Music,Education
2953,68,0,Education,Books
2954,51,1,Education,Gaming
2955,47,0,Books,Music
2956,34,0,Movies,Electronics
2957,40,0,Gaming,Electronics
2958,63,1,Electronics,Education
2959,20,0,Music,Fashion
2960,36,0,Gaming,Sports
2961,51,1,Books,Education
2962,18,1,Sports,Gaming
2963,46,0,Electronics,Gaming
2964,18,1,Gaming,Electronics
2965,44,1,Movies,Music
2966,33,0,Electronics,Sports
2967,57,0,Fashion,Sports
2968,45,1,Sports,Books
2969,27,0,Electronics,Gaming
2970,34,1,Gaming,Sports
2971,40,1,Books,Fashion
2972,24,0,Gaming,Fashion
2973,51,0,Gaming,Books
2974,21,1,Fashion,Sports
2975,33,0,Books,Movies
2976,36,1,Electronics,Music
2977,67,0,Gaming,Fashion
2978,54,1,Books,Movies
2979,39,1,Gaming,Education
2980,37,0,Fashion,Education
2981,64,0,Fashion,Movies
2982,23,1,Sports,Movies
2983,23,0,Gaming,Music
2984,40,1,Sports,Music
2985,30,1,Sports,Books
2986,61,1,Books,Sports
2987,50,0,Gaming,Fashion
2988,62,1,Books,Electronics
2989,44,1,Gaming,Sports
2990,19,1,Music,Fashion
2991,50,0,Sports,Fashion
2992,55,0,Music,Movies
2993,31,0,Electronics,Education
2994,52,0,Movies,Books
2995,40,0,Music,Movies
2996,50,1,Education,Movies
2997,40,1,Fashion,Movies
2998,49,0,Electronics,Education
2999,60,0,Sports,Books
3000,18,0,Music,Books
3001,69,0,Books,Electronics
3002,56,0,Electronics,Fashion
3003,43,0,Fashion,Education
3004,53,0,Movies,Electronics
3005,34,0,Music,Gaming
3006,68,0,Books,Sports
3007,59,0,Education,Sports
3008,29,0,Electronics,Sports
3009,58,0,Sports,Gaming
3010,44,1,Sports,Books
3011,63,0,Movies,Music
3012,19,0,Education,Movies
3013,67,1,Fashion,Gaming
3014,32,0,Electronics,Movies
3015,39,0,Electronics,Sports
3016,43,0,Fashion,Electronics
3017,27,1,Movies,Books
3018,65,0,Movies,Electronics
3019,55,0,Education,Music
3020,41,0,Electronics,Books
3021,50,0,Gaming,Music
3022,54,1,Movies,Gaming
3023,49,0,Music,Education
3024,41,0,Books,Electronics
3025,34,0,Movies,Education
3026,67,1,Gaming,Books
3027,57,1,Gaming,Movies
3028,38,0,Books,Sports
3029,46,0,Education,Gaming
3030,62,1,Books,Fashion
3031,59,0,Sports,Music
3032,54,0,Education,Movies
3033,34,0,Electronics,Books
3034,66,0,Sports,Music
3035,21,1,Movies,Fashion
3036,37,0,Education,Sports
3037,64,1,Fashion,Electronics
3038,26,0,Music,Gaming
3039,44,0,Music,Fashion
3040,54,1,Movies,Books
3041,43,1,Movies,Education
3042,42,0,Electronics,Gaming
3043,63,1,Movies,Sports
3044,35,1,Electronics,Music
3045,20,0,Movies,Books
3046,59,0,Fashion,Sports
3047,61,1,Gaming,Music
3048,66,0,Fashion,Electronics
3049,20,0,Gaming,Movies
3050,43,0,Sports,Movies
3051,69,1,Sports,Music
3052,24,0,Fashion,Movies
3053,53,1,Movies,Music
3054,18,0,Music,Sports
3055,27,0,Fashion,Books
3056,33,0,Fashion,Music
3057,46,0,Sports,Education
3058,23,0,Fashion,Sports
3059,33,0,Fashion,Movies
3060,31,0,Fashion,Gaming
3061,43,0,Fashion,Sports
3062,50,1,Books,Music
3063,62,0,Books,Fashion
3064,20,1,Music,Education
3065,43,1,Fashion,Gaming
3066,31,1,Electronics,Education
3067,66,1,Music,Sports
3068,61,0,Gaming,Fashion
3069,31,0,Education,Music
3070,51,0,Movies,Books
3071,38,0,Sports,Electronics
3072,53,0,Fashion,Books
3073,59,1,Electronics,Education
3074,32,0,Movies,Music
3075,34,1,Sports,Music
3076,19,0,Sports,Books
3077,63,0,Electronics,Sports
3078,29,1,Books,Gaming
3079,53,0,Education,Books
3080,36,0,Education,Music
3081,63,0,Music,Books
3082,53,0,Gaming,Sports
3083,29,1,Education,Books
3084,47,0,Fashion,Books
3085,57,0,Sports,Electronics
3086,65,0,Gaming,Education
3087,37,1,Electronics,Sports
3088,60,0,Gaming,Books
3089,24,1,Sports,Education
3090,28,0,Sports,Electronics
3091,20,0,Fashion,Movies
3092,40,1,Education,Music
3093,26,0,Music,Education
3094,46,0,Education,Books
3095,43,0,Gaming,Sports
3096,38,1,Electronics,Music
3097,55,1,Gaming,Music
3098,41,1,Music,Sports
3099,31,0,Electronics,Music
3100,27,1,Books,Movies
3101,61,0,Education,Gaming
3102,51,0,Electronics,Fashion
3103,34,0,Gaming,Music
3104,48,0,Electronics,Music
3105,29,0,Gaming,Movies
3106,59,0,Electronics,Fashion
3107,59,1,Movies,Sports
3108,21,0,Gaming,Fashion
3109,36,1,Movies,Sports
3110,34,1,Fashion,Movies
3111,23,0,Movies,Music
3112,68,0,Electronics,Gaming
3113,29,0,Fashion,Movies
3114,25,0,Education,Electronics
3115,53,0,Books,Fashion
3116,37,0,Fashion,Movies
3117,53,0,Gaming,Fashion
3118,29,0,Education,Electronics
3119,65,0,Fashion,Movies
3120,38,1,Sports,Movies
3121,61,0,Books,Sports
3122,56,1,Music,Gaming
3123,40,0,Fashion,Gaming
3124,18,1,Books,Electronics
3125,55,0,Books,Gaming
3126,61,0,Education,Music
3127,27,1,Music,Electronics
3128,23,0,Gaming,Music
3129,67,0,Fashion,Movies
3130,68,0,Gaming,Electronics
3131,25,0,Fashion,Sports
3132,23,0,Fashion,Books
3133,56,0,Fashion,Books
3134,35,0,Electronics,Movies
3135,69,1,Movies,Fashion
3136,65,0,Education,Fashion
3137,27,0,Fashion,Electronics
3138,69,0,Fashion,Books
3139,59,0,Electronics,Music
3140,28,1,Movies,Electronics
3141,69,0,Education,Sports
3142,40,0,Education,Movies
3143,24,0,Electronics,Music
3144,38,0,Education,Books
3145,64,0,Sports,Music
3146,51,0,Education,Sports
3147,68,0,Gaming,Sports
3148,35,0,Books,Music
3149,41,0,Electronics,Fashion
3150,47,0,Movies,Music
3151,27,0,Sports,Electronics
3152,66,1,Fashion,Books
3153,43,1,Electronics,Gaming
3154,64,0,Music,Electronics
3155,42,0,Fashion,Education
3156,36,0,Electronics,Gaming
3157,47,0,Movies,Fashion
3158,40,0,Books,Electronics
3159,33,0,Books,Movies
3160,41,0,Fashion,Books
3161,25,0,Movies,Music
3162,65,0,Fashion,Movies
3163,47,0,Music,Electronics
3164,36,0,Books,Education
3165,43,0,Movies,Fashion
3166,29,1,Music,Sports
3167,61,1,Books,Education
3168,30,1,Gaming,Education
3169,29,0,Books,Sports
3170,54,0,Education,Books
3171,43,0,Books,Gaming
3172,33,0,Movies,Fashion
